name;zipcode;company_created_13;company_13;start_up_13
14008;Amblie;3;9;3
14009;Amfreville;10;43;18
14011;Anctoville;9;26;9
14012;Angerville;1;8;0
14013;Angoville;;5;1
14014;Anguerny;4;31;11
14015;Anisy;1;33;10
14016;Annebault;3;37;9
14019;Arganchy;1;8;4
14020;Argences;25;170;58
14021;Arromanches-les-Bains;4;54;13
14022;Asnelles;3;31;4
14023;Asnières-en-Bessin;;3;2
14024;Auberville;1;34;14
14025;Aubigny;2;13;6
14026;Audrieu;4;29;6
14027;Aunay-sur-Odon;16;121;32
14028;Auquainville;2;10;1
14029;Les Autels-Saint-Bazile;;;0
14030;Authie;9;57;21
14031;Les Authieux-Papion;2;2;0
14032;Les Authieux-sur-Calonne;5;29;10
14033;Auvillars;2;10;2
14034;Avenay;1;10;3
14035;Balleroy;8;44;16
14036;Banneville-la-Campagne;;9;4
14037;Banneville-sur-Ajon;3;5;1
14038;Banville;5;22;10
14039;Barbery;3;13;3
14040;Barbeville;1;8;2
14041;Barneville-la-Bertran;;6;0
14042;Baron-sur-Odon;5;25;5
14043;Barou-en-Auge;1;1;1
14044;Basly;6;32;12
14045;Basseneville;2;16;8
14046;Bavent;17;64;25
14047;Bayeux;71;784;190
14049;Bazenville;2;6;2
14050;La Bazoque;2;5;3
14052;Beaulieu;;5;1
14053;Beaumais;1;4;1
14054;Beaumesnil;1;8;0
14055;Beaumont-en-Auge;1;40;12
14056;Bauquay;2;6;3
14057;Bellengreville;6;37;9
14058;Bellou;;13;3
14059;Benerville-sur-Mer;3;27;8
14060;Bénouville;14;93;27
14061;Le Bény-Bocage;1;41;10
14062;Bény-sur-Mer;3;13;9
14063;Bernesq;;3;0
14064;Bernières-d'Ailly;4;6;2
14065;Bernières-le-Patry;4;13;4
14066;Bernières-sur-Mer;21;78;23
14068;Biéville-Beuville;34;136;39
14069;Beuvillers;5;53;16
14070;Beuvron-en-Auge;3;29;8
14073;La Bigne;2;4;1
14074;Billy;1;7;3
14075;Bissières;;4;1
14076;Blainville-sur-Orne;26;147;61
14077;Blangy-le-Château;3;51;15
14078;Blay;2;12;6
14079;Blonville-sur-Mer;18;105;37
14080;Le Bô;3;7;4
14081;Boissey;;13;7
14082;La Boissière;;8;2
14083;Bonnebosq;6;36;10
14084;Bonnemaison;1;13;6
14085;Bonneville-la-Louvet;6;42;14
14086;Bonneville-sur-Touques;9;36;14
14087;Bonnoeil;;1;0
14088;Bons-Tassilly;3;11;1
14089;Bougy;4;9;3
14090;Boulon;3;19;6
14091;Bourgeauville;;4;1
14092;Bourguébus;16;104;35
14093;Branville;1;15;4
14096;Brémoy;1;8;4
14097;Bretteville-le-Rabet;1;7;3
14098;Bretteville-l'Orgueilleuse;14;108;36
14099;Bretteville-sur-Dives;2;13;4
14100;Bretteville-sur-Laize;6;75;21
14101;Bretteville-sur-Odon;29;242;59
14102;Le Breuil-en-Auge;10;56;12
14103;Le Breuil-en-Bessin;2;10;4
14104;Le Brévedent;;12;2
14105;La Brévière;1;5;1
14106;Bréville-les-Monts;5;19;7
14107;Bricqueville;;8;2
14109;Brouay;3;10;3
14110;Brucourt;;4;2
14111;Bucéels;;10;5
14113;Burcy;1;14;3
14115;Bures-les-Monts;;1;0
14116;Le Bû-sur-Rouvres;;5;3
14117;Cabourg;49;348;80
14118;Caen;904;6176;1770
14119;Cagny;10;73;26
14120;Cahagnes;11;56;17
14121;Cahagnolles;;5;1
14122;La Caine;;5;1
14123;Cairon;7;59;19
14124;La Cambe;2;23;4
14125;Cambes-en-Plaine;5;33;10
14126;Cambremer;7;88;27
14127;Campagnolles;2;10;1
14128;Campandré-Valcongrain;;6;1
14129;Campeaux;3;18;3
14130;Campigny;3;4;1
14131;Canapville;7;12;4
14132;Canchy;;5;2
14134;Canteloup;1;6;1
14135;Carcagny;2;14;6
14136;Cardonville;1;2;0
14137;Carpiquet;27;273;76
14138;Cartigny-l'Épinay;;9;4
14139;Carville;;8;3
14140;Castillon;1;7;3
14141;Castillon-en-Auge;;7;3
14142;Castilly;;3;2
14143;Caumont-l'Éventé;13;77;18
14144;Caumont-sur-Orne;;3;1
14145;Cauvicourt;6;13;10
14146;Cauville;2;5;1
14147;Cernay;1;2;1
14148;Cerqueux;;1;1
14149;Cesny-aux-Vignes;1;13;3
14150;Cesny-Bois-Halbout;;25;7
14151;Champ-du-Boult;1;13;5
14152;La Chapelle-Engerbold;2;2;2
14153;La Chapelle-Haute-Grue;;2;0
14154;La Chapelle-Yvon;2;15;4
14155;Cheffreville-Tonnencourt;4;8;1
14156;Chênedollé;1;2;1
14157;Cheux;9;44;12
14158;Chicheboville;4;18;6
14159;Chouain;;11;3
14160;Cintheaux;2;10;4
14161;Clarbec;4;20;6
14162;Clécy;5;67;15
14163;Cléville;2;12;4
14164;Clinchamps-sur-Orne;6;36;12
14165;Colleville-sur-Mer;2;13;3
14166;Colleville-Montgomery;15;93;28
14167;Colombelles;52;314;98
14168;Colombières;;4;1
14169;Colombiers-sur-Seulles;1;6;2
14170;Colomby-sur-Thaon;3;20;8
14171;Combray;;5;2
14172;Commes;;23;5
14173;Condé-sur-Ifs;3;13;6
14174;Condé-sur-Noireau;23;232;44
14175;Condé-sur-Seulles;;10;3
14176;Conteville;;3;2
14177;Coquainvilliers;5;28;10
14178;Corbon;1;8;2
14179;Cordebugle;;5;2
14180;Cordey;;5;1
14181;Cormelles-le-Royal;25;192;60
14182;Cormolain;2;10;3
14183;Cossesseville;;3;0
14184;Cottun;1;3;2
14185;Coudray-Rabut;3;24;8
14186;Coulombs;3;14;5
14187;Coulonces;;5;1
14188;Coulvain;2;15;4
14189;Coupesarte;;1;0
14190;Courcy;1;6;2
14191;Courseulles-sur-Mer;31;251;55
14192;Courson;2;11;4
14193;Courtonne-la-Meurdrac;6;21;7
14194;Courtonne-les-Deux-Églises;1;29;13
14195;Courvaudon;1;3;1
14196;Crépon;;13;3
14197;Cresserons;6;35;7
14198;Cresseveuille;3;17;5
14200;Creully;12;87;36
14201;Crèvecoeur-en-Auge;8;25;5
14202;Cricqueboeuf;4;44;15
14203;Cricqueville-en-Auge;1;9;5
14204;Cricqueville-en-Bessin;;6;1
14205;Cristot;1;6;1
14206;Crocy;3;7;2
14207;Croisilles;6;25;6
14208;Croissanville;6;15;5
14209;Crouay;;18;3
14210;La Croupte;;5;3
14211;Culey-le-Patry;2;8;3
14212;Cully;;5;1
14213;Curcy-sur-Orne;5;11;5
14214;Cussy;2;7;3
14215;Cuverville;11;63;15
14216;Damblainville;4;3;1
14217;Dampierre;;6;4
14218;Danestal;3;21;7
14219;Danvou-la-Ferrière;1;7;2
14220;Deauville;57;637;143
14221;Démouville;13;98;30
14222;Le Désert;;1;0
14223;Le Détroit;;;0
14224;Deux-Jumeaux;;3;2
14225;Dives-sur-Mer;28;327;87
14226;Donnay;3;11;3
14227;Douville-en-Auge;1;15;6
14228;Douvres-la-Délivrande;31;299;85
14229;Dozulé;19;95;22
14230;Drubec;1;1;0
14231;Beaufour-Druval;1;31;9
14232;Ducy-Sainte-Marguerite;;6;1
14235;Écrammeville;;8;0
14236;Ellon;;8;2
14237;Émiéville;2;10;1
14238;Englesqueville-en-Auge;;7;1
14239;Englesqueville-la-Percée;;1;0
14240;Épaney;;9;5
14241;Épinay-sur-Odon;;17;5
14242;Épron;7;70;20
14243;Équemauville;7;66;18
14244;Eraines;;7;6
14245;Ernes;3;11;5
14246;Escoville;3;18;6
14248;Espins;4;4;0
14249;Esquay-Notre-Dame;8;38;11
14250;Esquay-sur-Seulles;1;10;4
14251;Esson;1;18;5
14252;Estrées-la-Campagne;;7;2
14253;Estry;;11;8
14254;Éterville;11;61;21
14255;Étouvy;;15;4
14256;Étréham;3;12;3
14257;Évrecy;11;92;33
14258;Falaise;56;466;100
14259;Familly;1;5;3
14260;Fauguernon;1;5;2
14261;Le Faulq;3;11;4
14264;La Ferrière-Harang;2;8;2
14265;Fervaques;4;25;7
14266;Feuguerolles-Bully;7;49;23
14268;Fierville-Bray;5;11;3
14269;Fierville-les-Parcs;1;15;5
14270;Firfol;4;19;4
14271;Fleury-sur-Orne;32;202;73
14272;La Folie;;6;1
14273;La Folletière-Abenon;1;6;2
14274;Fontaine-Étoupefour;11;65;16
14275;Fontaine-Henry;8;15;6
14276;Fontaine-le-Pin;1;9;2
14277;Fontenay-le-Marmion;9;46;18
14278;Fontenay-le-Pesnel;2;22;8
14279;Fontenermont;;3;1
14280;Formentin;1;6;3
14281;Formigny;;15;5
14282;Foulognes;3;6;2
14283;Fourches;2;3;1
14284;Fourneaux-le-Val;1;3;1
14285;Le Fournet;;1;0
14286;Fourneville;3;25;11
14287;Frénouville;10;40;13
14288;Le Fresne-Camilly;;25;6
14289;Fresné-la-Mère;3;16;8
14290;Fresney-le-Puceux;2;28;13
14291;Fresney-le-Vieux;1;5;3
14292;Friardel;1;6;3
14293;Fumichon;2;13;5
14294;Garcelles-Secqueville;3;31;5
14296;Le Gast;1;7;2
14297;Gavrus;2;12;2
14298;Géfosse-Fontenay;1;9;2
14299;Genneville;2;37;8
14300;Gerrots;;3;1
14301;Giberville;38;176;46
14302;Glanville;1;9;2
14303;Glos;7;54;12
14304;Gonneville-sur-Honfleur;7;34;12
14305;Gonneville-sur-Mer;3;50;21
14306;Gonneville-en-Auge;4;19;7
14307;Goupillières;;7;2
14308;Goustranville;4;11;2
14309;Gouvix;3;19;7
14310;Grainville-Langannerie;5;22;7
14311;Grainville-sur-Odon;1;15;6
14312;Grandcamp-Maisy;8;96;22
14313;Grandchamp-le-Château;;1;0
14316;Grangues;;16;2
14317;La Graverie;4;24;10
14318;Graye-sur-Mer;1;24;8
14319;Grentheville;9;51;13
14320;Grimbosq;3;5;2
14322;Guéron;3;9;3
14324;Hamars;3;16;6
14325;Hermanville-sur-Mer;26;118;32
14326;Hermival-les-Vaux;9;76;14
14327;Hérouville-Saint-Clair;160;818;251
14328;Hérouvillette;10;34;10
14329;Heuland;3;5;3
14330;Heurtevent;;6;3
14331;Hiéville;1;12;4
14332;La Hoguette;2;25;7
14333;Honfleur;88;666;171
14334;L'Hôtellerie;1;13;1
14335;Hotot-en-Auge;2;21;6
14336;Hottot-les-Bagues;3;14;2
14337;La Houblonnière;2;13;4
14338;Houlgate;19;156;49
14339;Hubert-Folie;2;15;4
14341;Ifs;87;402;119
14342;Isigny-sur-Mer;11;137;29
14343;Les Isles-Bardel;;1;1
14344;Janville;5;20;3
14345;Jort;2;16;8
14346;Juaye-Mondaye;4;29;8
14347;Jurques;4;20;7
14348;Juvigny-sur-Seulles;;1;1
14349;Laize-la-Ville;5;22;10
14350;La Lande-sur-Drôme;1;3;3
14352;Landelles-et-Coupigny;2;32;7
14353;Landes-sur-Ajon;4;10;4
14354;Langrune-sur-Mer;12;68;20
14355;Lantheuil;2;17;8
14356;Lasson;1;15;2
14357;Lassy;5;9;4
14358;Léaupartie;2;8;5
14359;Lécaude;;7;2
14360;Leffard;;3;2
14361;Lénault;1;2;1
14362;Lessard-et-le-Chêne;2;10;3
14364;Lingèvres;4;19;5
14365;Lion-sur-Mer;18;115;35
14366;Lisieux;126;1224;311
14367;Lison;1;5;3
14368;Lisores;2;14;5
14369;Litteau;2;12;1
14370;Le Molay-Littry;16;127;27
14371;Livarot;18;130;30
14372;Livry;3;19;4
14373;Le Locheur;2;11;4
14374;Les Loges;;4;0
14375;Les Loges-Saulces;2;3;1
14376;Longraye;1;8;3
14377;Longues-sur-Mer;5;23;7
14378;Longueville;1;4;0
14379;Longvillers;3;10;1
14380;Loucelles;;11;5
14381;Louvagny;1;4;0
14382;Louvières;;4;2
14383;Louvigny;27;127;39
14384;Luc-sur-Mer;24;170;57
14385;Magny-en-Bessin;;4;1
14386;Magny-la-Campagne;2;12;3
14387;Magny-le-Freule;1;10;3
14388;Maisoncelles-la-Jourdan;1;15;6
14389;Maisoncelles-Pelvey;1;6;0
14390;Maisoncelles-sur-Ajon;1;4;2
14391;Maisons;1;20;3
14393;Maizet;2;12;3
14394;Maizières;2;6;1
14395;Malloué;1;;0
14396;Maltot;3;22;10
14397;Mandeville-en-Bessin;3;17;6
14398;Manerbe;2;27;10
14399;Manneville-la-Pipard;4;13;3
14400;Le Manoir;1;4;3
14401;Manvieux;1;5;2
14402;Le Marais-la-Chapelle;1;2;0
14403;Marolles;9;45;13
14404;Martainville;4;1;1
14405;Martigny-sur-l'Ante;2;13;1
14406;Martragny;5;13;3
14407;Mathieu;10;96;33
14408;May-sur-Orne;11;55;16
14409;Merville-Franceville-Plage;19;148;49
14410;Méry-Corbon;9;43;10
14411;Meslay;2;6;3
14412;Le Mesnil-au-Grain;1;1;0
14413;Le Mesnil-Auzouf;5;7;4
14414;Le Mesnil-Bacley;;6;2
14415;Le Mesnil-Benoist;;1;0
14416;Le Mesnil-Caussois;2;3;1
14417;Mesnil-Clinchamps;2;30;13
14418;Le Mesnil-Durand;2;14;2
14419;Le Mesnil-Eudes;1;10;2
14420;Le Mesnil-Germain;1;13;5
14421;Le Mesnil-Guillaume;1;19;6
14422;Le Mesnil-Mauger;6;44;10
14423;Le Mesnil-Patry;2;10;4
14424;Le Mesnil-Robert;;2;1
14425;Le Mesnil-Simon;2;18;5
14426;Le Mesnil-sur-Blangy;1;17;7
14427;Le Mesnil-Villement;1;9;4
14429;Meulles;1;14;7
14430;Meuvaines;1;10;5
14431;Mézidon-Canon;19;136;37
14432;Missy;3;13;2
14433;Mittois;;2;0
14435;Les Monceaux;3;8;1
14436;Monceaux-en-Bessin;2;17;5
14437;Mondeville;71;691;160
14438;Mondrainville;3;5;2
14439;Monfréville;;9;1
14440;Montamy;;7;2
14441;Mont-Bertrand;3;17;8
14442;Montchamp;2;22;10
14443;Montchauvet;2;16;4
14444;Monteille;1;8;2
14445;Montfiquet;1;2;0
14446;Montigny;1;8;4
14448;Montreuil-en-Auge;;1;0
14449;Monts-en-Bessin;1;18;6
14450;Montviette;2;10;3
14452;Morteaux-Couliboeuf;7;28;11
14453;Mosles;1;21;7
14454;Mouen;8;62;13
14455;Moulines;1;5;2
14456;Moult;9;80;28
14457;Les Moutiers-en-Auge;3;5;3
14458;Les Moutiers-en-Cinglais;4;21;9
14459;Les Moutiers-Hubert;;3;0
14460;Moyaux;6;72;23
14461;Mutrécy;3;8;3
14462;Neuilly-la-Forêt;2;6;1
14465;Nonant;4;27;9
14466;Norolles;1;9;3
14467;Noron-l'Abbaye;2;10;4
14468;Noron-la-Poterie;1;14;3
14469;Norrey-en-Auge;;6;1
14471;Notre-Dame-de-Courson;;13;1
14473;Notre-Dame-de-Livaye;;10;1
14474;Notre-Dame-d'Estrées;1;10;3
14475;Noyers-Bocage;7;36;10
14476;Olendon;2;7;4
14477;Ondefontaine;;9;4
14478;Orbec;18;162;39
14480;Osmanville;1;11;3
14481;Les Oubeaux;;8;3
14482;Ouézy;1;11;3
14483;Ouffières;;10;5
14484;Ouilly-du-Houley;1;8;2
14486;Ouilly-le-Tesson;3;14;5
14487;Ouilly-le-Vicomte;4;26;5
14488;Ouistreham;64;476;139
14489;Ouville-la-Bien-Tournée;;9;5
14491;Parfouru-sur-Odon;;5;3
14492;Pennedepie;4;27;8
14493;Percy-en-Auge;1;6;1
14494;Périers-en-Auge;1;15;3
14495;Périers-sur-le-Dan;5;14;5
14496;Périgny;;;0
14497;Perrières;1;12;5
14498;Pertheville-Ners;2;3;0
14499;Petiville;2;11;5
14500;Pierrefitte-en-Auge;2;13;1
14501;Pierrefitte-en-Cinglais;2;9;4
14502;Pierrepont;2;6;1
14503;Pierres;;4;0
14504;Le Pin;7;35;10
14505;Placy;2;4;3
14506;Planquery;3;5;2
14508;Le Plessis-Grimoult;1;8;3
14509;Plumetot;;12;4
14510;La Pommeraye;;7;3
14511;Pont-Bellanger;;1;0
14512;Pontécoulant;;;0
14513;Pont-Farcy;5;31;10
14514;Pont-l'Évêque;29;369;93
14515;Port-en-Bessin-Huppain;12;123;26
14516;Potigny;10;59;19
14517;Poussy-la-Campagne;;;0
14518;Préaux-Saint-Sébastien;;2;1
14519;Préaux-Bocage;4;5;0
14520;Le Pré-d'Auge;5;18;5
14521;Presles;;7;0
14522;Prêtreville;2;27;10
14523;Proussy;2;8;3
14524;Putot-en-Auge;1;11;4
14525;Putot-en-Bessin;1;16;3
14527;Biéville-Quétiéville;3;19;7
14528;Quetteville;5;28;7
14529;Ranchy;3;7;2
14530;Ranville;15;78;23
14531;Rapilly;;;0
14532;Le Reculey;1;7;2
14533;Repentigny;3;5;0
14534;Reux;6;15;4
14535;Reviers;5;20;6
14536;La Rivière-Saint-Sauveur;13;97;32
14538;Rocquancourt;13;25;7
14539;La Rocque;;3;3
14540;Rocques;;15;8
14541;La Roque-Baignard;;11;2
14542;Rosel;4;18;5
14543;Rots;14;121;31
14544;Roucamps;2;4;0
14545;Roullours;2;36;13
14546;Rouvres;2;5;3
14547;Rubercy;;4;0
14548;Rucqueville;;5;1
14549;Rully;1;;0
14550;Rumesnil;;6;2
14551;Russy;;9;6
14552;Ryes;1;12;3
14553;Saint-Agnan-le-Malherbe;;6;3
14554;Saint-Aignan-de-Cramesnil;3;31;11
14555;Saint-André-d'Hébertot;8;23;7
14556;Saint-André-sur-Orne;4;62;19
14557;Saint-Arnoult;22;122;44
14558;Saint-Aubin-d'Arquenay;6;31;10
14559;Saint-Aubin-des-Bois;;6;0
14562;Saint-Aubin-sur-Mer;26;113;37
14563;Saint-Benoît-d'Hébertot;6;21;5
14564;Saint-Charles-de-Percy;;6;1
14565;Saint-Côme-de-Fresné;2;23;5
14566;Saint-Contest;30;339;117
14568;Sainte-Croix-Grand-Tonne;4;14;4
14569;Sainte-Croix-sur-Mer;2;9;3
14570;Saint-Cyr-du-Ronceray;1;23;5
14571;Saint-Denis-de-Mailloc;3;12;5
14572;Saint-Denis-de-Méré;8;21;5
14573;Saint-Denis-Maisoncelles;;2;0
14574;Saint-Désir;11;56;8
14575;Saint-Étienne-la-Thillaye;4;24;4
14576;Sainte-Foy-de-Montgommery;;9;2
14577;Saint-Gabriel-Brécy;4;11;4
14578;Saint-Gatien-des-Bois;8;78;24
14579;Saint-Georges-d'Aunay;;18;4
14580;Saint-Georges-en-Auge;;2;0
14581;Saint-Germain-d'Ectot;;6;1
14582;Saint-Germain-de-Livet;2;18;5
14583;Saint-Germain-de-Montgommery;2;2;0
14584;Saint-Germain-de-Tallevende-la-Lande-Vaumont;6;42;12
14585;Saint-Germain-du-Crioult;3;31;8
14586;Saint-Germain-du-Pert;;3;0
14587;Saint-Germain-la-Blanche-Herbe;14;53;17
14588;Saint-Germain-Langot;2;10;3
14589;Saint-Germain-le-Vasson;4;32;11
14590;Sainte-Honorine-de-Ducy;;2;0
14591;Sainte-Honorine-des-Pertes;3;28;10
14592;Sainte-Honorine-du-Fay;7;58;19
14593;Saint-Hymer;7;37;14
14595;Saint-Jean-de-Livet;1;8;1
14596;Saint-Jean-des-Essartiers;1;9;4
14597;Saint-Jean-le-Blanc;;8;2
14598;Saint-Jouin;2;9;2
14599;Saint-Julien-de-Mailloc;1;13;3
14600;Saint-Julien-le-Faucon;6;34;10
14601;Saint-Julien-sur-Calonne;1;10;4
14602;Saint-Lambert;;7;1
14603;Saint-Laurent-de-Condel;1;27;10
14604;Saint-Laurent-du-Mont;1;8;4
14605;Saint-Laurent-sur-Mer;1;12;3
14606;Saint-Léger-Dubosq;1;7;1
14607;Saint-Louet-sur-Seulles;;4;2
14608;Saint-Loup-de-Fribois;1;6;1
14609;Saint-Loup-Hors;5;19;4
14610;Saint-Manvieu-Norrey;11;56;17
14611;Saint-Manvieu-Bocage;3;14;2
14613;Saint-Marcouf;;3;1
14614;Sainte-Marguerite-d'Elle;5;24;13
14615;Sainte-Marguerite-des-Loges;;13;4
14616;Sainte-Marguerite-de-Viette;2;11;2
14618;Sainte-Marie-Laumont;1;12;3
14619;Sainte-Marie-Outre-l'Eau;;2;0
14620;Saint-Martin-aux-Chartrains;5;40;5
14621;Saint-Martin-de-Bienfaite-la-Cressonnière;1;25;8
14622;Saint-Martin-de-Blagny;;3;0
14623;Saint-Martin-de-Fontenay;14;102;31
14625;Saint-Martin-de-la-Lieue;3;44;12
14626;Saint-Martin-de-Mailloc;4;22;5
14627;Saint-Martin-de-Mieux;1;13;4
14628;Saint-Martin-de-Sallen;2;20;6
14629;Saint-Martin-des-Besaces;6;50;14
14630;Saint-Martin-des-Entrées;3;40;6
14632;Saint-Martin-Don;;5;4
14633;Saint-Martin-du-Mesnil-Oury;;5;1
14634;Saint-Michel-de-Livet;3;10;5
14635;Saint-Omer;2;6;1
14636;Saint-Ouen-des-Besaces;1;8;3
14637;Saint-Ouen-du-Mesnil-Oger;1;8;3
14638;Saint-Ouen-le-Houx;;2;0
14639;Saint-Ouen-le-Pin;5;16;3
14640;Saint-Pair;;15;3
14643;Saint-Paul-du-Vernay;2;25;4
14644;Saint-Philbert-des-Champs;7;22;5
14645;Saint-Pierre-Azif;1;18;7
14646;Saint-Pierre-Canivet;1;12;3
14647;Saint-Pierre-de-Mailloc;4;17;10
14648;Saint-Pierre-des-Ifs;2;12;6
14649;Saint-Pierre-du-Bû;1;14;2
14650;Saint-Pierre-du-Fresne;;8;3
14651;Saint-Pierre-du-Jonquet;1;12;2
14652;Saint-Pierre-du-Mont;;11;2
14653;Saint-Pierre-la-Vieille;1;14;4
14654;Saint-Pierre-sur-Dives;31;187;49
14655;Saint-Pierre-Tarentaine;2;10;5
14656;Saint-Rémy;5;36;12
14657;Saint-Samson;2;10;1
14658;Saint-Sever-Calvados;7;61;16
14659;Saint-Sylvain;8;36;11
14660;Saint-Vaast-en-Auge;;5;0
14661;Saint-Vaast-sur-Seulles;1;6;2
14662;Saint-Vigor-des-Mézerets;2;7;2
14663;Saint-Vigor-le-Grand;19;123;32
14664;Sallen;;5;0
14665;Sallenelles;2;19;5
14666;Sannerville;12;69;19
14667;Saon;1;8;0
14668;Saonnet;2;7;2
14669;Sassy;2;8;1
14670;Secqueville-en-Bessin;3;22;6
14671;Sept-Frères;1;11;2
14672;Sept-Vents;3;8;2
14674;Soignolles;2;3;2
14675;Soliers;11;102;27
14676;Sommervieu;4;25;7
14677;Soulangy;1;3;1
14678;Soumont-Saint-Quentin;1;15;3
14679;Subles;;16;3
14680;Sully;;9;2
14681;Surrain;2;6;2
14682;Surville;1;26;5
14684;Tessel;4;6;4
14685;Thaon;5;51;22
14686;Le Theil-Bocage;1;6;4
14687;Le Theil-en-Auge;2;4;1
14688;Thiéville;1;11;3
14689;Thury-Harcourt;18;122;29
14690;Tierceville;1;4;2
14691;Tilly-la-Campagne;2;7;1
14692;Tilly-sur-Seulles;9;79;23
14693;Tordouet;2;13;7
14694;Le Torquesne;2;25;11
14695;Torteval-Quesnay;3;17;1
14696;Tortisambert;1;10;3
14697;L'Oudon;7;50;13
14698;Touffréville;3;28;4
14699;Touques;38;240;72
14700;Tour-en-Bessin;2;20;7
14701;Tourgéville;16;60;14
14702;Tournay-sur-Odon;2;15;5
14703;Tournebu;3;5;1
14704;Le Tourneur;3;18;2
14705;Tournières;1;8;3
14706;Tourville-en-Auge;2;17;7
14707;Tourville-sur-Odon;5;33;7
14708;Tracy-Bocage;1;11;5
14709;Tracy-sur-Mer;5;17;7
14710;Tréprel;;2;1
14711;Trévières;4;53;11
14712;Troarn;16;162;44
14713;Trois-Monts;3;12;3
14714;Le Tronquay;2;29;5
14715;Trouville-sur-Mer;57;499;108
14716;Trungy;3;9;4
14717;Truttemer-le-Grand;4;14;6
14718;Truttemer-le-Petit;;3;0
14719;Urville;4;20;4
14720;Ussy;2;22;7
14721;Vacognes-Neuilly;5;22;10
14722;La Vacquerie;;4;0
14723;Valsemé;1;20;7
14724;Varaville;6;62;15
14726;Vassy;7;73;18
14727;Vaubadon;;14;2
14728;Vaucelles;2;24;4
14729;Vaudeloges;1;9;2
14730;Vaudry;3;36;14
14731;Vauville;1;16;6
14732;Vaux-sur-Aure;4;18;3
14733;Vaux-sur-Seulles;;12;2
14734;Vendes;3;7;3
14735;Vendeuvre;4;26;5
14737;Versainville;4;15;4
14738;Verson;15;225;60
14739;Ver-sur-Mer;9;64;25
14740;La Vespière;3;39;9
14741;Le Vey;1;4;1
14742;Vicques;;2;0
14743;Victot-Pontfol;3;6;3
14744;Vienne-en-Bessin;2;12;3
14745;Vierville-sur-Mer;3;17;3
14746;Viessoix;2;6;1
14747;Vieux;4;23;10
14748;Vieux-Bourg;2;3;0
14749;Vieux-Fumé;3;16;3
14750;Vieux-Pont-en-Auge;2;12;4
14751;Vignats;;9;3
14752;Villers-Bocage;15;168;45
14753;Villers-Canivet;3;15;7
14754;Villers-sur-Mer;24;226;57
14755;Villerville;11;58;18
14756;La Villette;4;6;0
14757;Villiers-le-Sec;;9;5
14758;Villons-les-Buissons;4;20;7
14759;Villy-lez-Falaise;2;5;1
14760;Villy-Bocage;3;14;3
14761;Vimont;6;29;7
14762;Vire;65;672;143
14763;Vouilly;;3;1
14764;Pont-d'Ouilly;7;55;17
15001;Allanche;1;58;6
15002;Alleuze;1;7;0
15003;Ally;1;26;5
15004;Andelat;3;35;6
15005;Anglards-de-Saint-Flour;2;17;5
15006;Anglards-de-Salers;2;37;12
15007;Anterrieux;;5;1
15008;Antignac;;17;4
15009;Apchon;;7;2
15010;Arches;1;5;2
15011;Arnac;;9;4
15012;Arpajon-sur-Cère;34;217;50
15013;Auriac-l'Église;1;6;2
15014;Aurillac;163;1789;366
15015;Auzers;;12;6
15016;Ayrens;1;12;1
15017;Badailhac;;1;0
15018;Barriac-les-Bosquets;;5;2
15019;Bassignac;2;8;1
15020;Beaulieu;;4;1
15021;Boisset;3;29;7
15022;Bonnac;;6;2
15024;Brageac;;1;0
15025;Albepierre-Bredons;2;14;4
15026;Brezons;2;4;1
15027;Calvinet;1;32;1
15028;Carlat;1;12;1
15029;Cassaniouze;2;30;6
15030;Cayrols;4;17;6
15031;Celles;;12;5
15032;Celoux;;5;1
15033;Cézens;4;6;2
15034;Chaliers;;9;4
15035;Chalinargues;;15;4
15036;Chalvignac;4;25;7
15037;Champagnac;5;34;11
15038;Champs-sur-Tarentaine-Marchal;5;46;11
15040;Chanterelle;1;3;0
15041;La Chapelle-d'Alagnon;1;7;4
15042;La Chapelle-Laurent;8;23;6
15043;Charmensac;;5;2
15044;Chastel-sur-Murat;;3;1
15045;Chaudes-Aigues;6;92;15
15046;Chaussenac;;9;0
15047;Chavagnac;;2;1
15048;Chazelles;;;0
15049;Cheylade;1;21;4
15050;Le Claux;1;13;3
15051;Clavières;;13;3
15052;Collandres;;4;0
15053;Coltines;1;18;6
15054;Condat;1;61;8
15055;Coren;4;29;8
15056;Crandelles;4;17;8
15057;Cros-de-Montvert;;8;1
15058;Cros-de-Ronesque;2;4;1
15059;Cussac;1;3;2
15060;Deux-Verges;;;0
15061;Dienne;5;23;5
15063;Drugeac;;13;2
15064;Escorailles;;2;0
15065;Espinasse;;4;3
15066;Le Falgoux;2;7;3
15067;Le Fau;;2;0
15068;Faverolles;1;13;3
15069;Ferrières-Saint-Mary;1;14;2
15070;Fontanges;;14;2
15071;Fournoulès;;2;0
15072;Freix-Anglards;;4;0
15073;Fridefont;;7;1
15074;Giou-de-Mamou;3;20;6
15075;Girgols;;2;1
15076;Glénat;;9;0
15077;Gourdièges;;1;0
15078;Jabrun;1;3;2
15079;Jaleyrac;;11;3
15080;Joursac;;5;3
15081;Jou-sous-Monjou;;2;0
15082;Junhac;1;21;4
15083;Jussac;3;67;15
15084;Labesserette;;13;3
15085;Labrousse;;14;6
15086;Lacapelle-Barrès;1;2;0
15087;Lacapelle-del-Fraisse;;17;3
15088;Lacapelle-Viescamp;;19;6
15089;Ladinhac;2;21;4
15090;Lafeuillade-en-Vézie;2;38;7
